System_ID,System_Name,Plant,Production_Line,Automation_Type,PLC,SCADA,DCS,Robot_Model,Status,Efficiency,Cycle_Time,Energy_Consumption,Downtime_Minutes,Alarm_Count,Operator_ID,Maintenance_Status,Project_ID,Compliance_Status,Created_Date
SYS0253,Up Automation,Phoenix Plant,Line D,Robotic Cell,PLC253,WinCC,Honeywell Experion,ABB IRB2600,Stopped,78.77,13.04,911.1,97,13,OP253,In Progress,PRJ253,Failed,2025-03-15
SYS0254,Fill Automation,Phoenix Plant,Line C,Robotic Cell,PLC254,FactoryTalk,Honeywell Experion,ABB IRB2600,Running,76.19,27.15,2179.71,78,1,OP254,Scheduled,PRJ254,Passed,2025-02-17
SYS0255,Instead Automation,Chicago Plant,Line A,Semi Automated,PLC255,Wonderware,ABB 800xA,FANUC M-20iD,Running,79.97,29.15,2454.12,242,3,OP255,Scheduled,PRJ255,Pending,2024-10-07
SYS0256,Thousand Automation,Chicago Plant,Line D,Robotic Cell,PLC256,FactoryTalk,ABB 800xA,Yaskawa GP25,Idle,83.9,21.44,873.17,22,8,OP256,Scheduled,PRJ256,Pending,2025-09-23
SYS0257,Newspaper Automation,Houston Plant,Line B,Semi Automated,PLC257,WinCC,ABB 800xA,FANUC M-20iD,Running,91.04,34.25,1327.97,116,1,OP257,Scheduled,PRJ257,Failed,2025-09-03
SYS0258,Sign Automation,Chicago Plant,Assembly Line,Robotic Cell,PLC258,Wonderware,Emerson DeltaV,ABB IRB2600,Stopped,82.17,21.84,2207.88,17,4,OP258,Completed,PRJ258,Pending,2026-06-08
SYS0259,Take Automation,Austin Plant,Line B,Fully Automated,PLC259,Ignition,ABB 800xA,FANUC M-20iD,Stopped,76.88,30.49,903.84,75,8,OP259,Scheduled,PRJ259,Failed,2026-02-01
SYS0260,Any Automation,Dallas Plant,Line A,Semi Automated,PLC260,Wonderware,Emerson DeltaV,KUKA KR10,Maintenance,87.47,37.51,524.73,300,13,OP260,Completed,PRJ260,Pending,2025-12-07
SYS0261,Across Automation,Austin Plant,Line B,Robotic Cell,PLC261,WinCC,ABB 800xA,FANUC M-20iD,Maintenance,95.82,36.4,2255.79,135,12,OP261,In Progress,PRJ261,Pending,2025-10-05
SYS0262,Wide Automation,Phoenix Plant,Assembly Line,Semi Automated,PLC262,WinCC,ABB 800xA,KUKA KR10,Stopped,78.45,28.26,1887.32,19,12,OP262,Scheduled,PRJ262,Failed,2024-08-06
SYS0263,From Automation,Austin Plant,Line A,Robotic Cell,PLC263,Wonderware,Honeywell Experion,KUKA KR10,Running,83.11,33.81,1121.9,251,3,OP263,Completed,PRJ263,Passed,2025-12-11
SYS0264,Behavior Automation,Houston Plant,Packaging Line,Semi Automated,PLC264,FactoryTalk,Honeywell Experion,Yaskawa GP25,Running,79.51,16.34,2147.94,248,11,OP264,Completed,PRJ264,Failed,2024-09-15
SYS0265,Population Automation,Austin Plant,Line A,Semi Automated,PLC265,Wonderware,ABB 800xA,FANUC M-20iD,Idle,79.63,34.99,2173.95,127,1,OP265,Scheduled,PRJ265,Passed,2026-05-03
SYS0266,True Automation,Houston Plant,Packaging Line,Fully Automated,PLC266,FactoryTalk,Honeywell Experion,Yaskawa GP25,Stopped,90.25,13.72,561.13,190,15,OP266,In Progress,PRJ266,Pending,2025-10-03
SYS0267,Executive Automation,Austin Plant,Line D,Robotic Cell,PLC267,FactoryTalk,Honeywell Experion,ABB IRB2600,Maintenance,92.98,30.67,1070.14,197,1,OP267,Completed,PRJ267,Failed,2025-09-26
SYS0268,Knowledge Automation,Austin Plant,Line B,Robotic Cell,PLC268,Ignition,Emerson DeltaV,ABB IRB2600,Maintenance,90.64,25.4,2229.26,4,15,OP268,Completed,PRJ268,Failed,2024-09-02
SYS0269,Vote Automation,Austin Plant,Assembly Line,Fully Automated,PLC269,Ignition,Honeywell Experion,KUKA KR10,Maintenance,85.17,21.29,1197.42,129,6,OP269,Scheduled,PRJ269,Pending,2025-08-06
SYS0270,City Automation,Phoenix Plant,Assembly Line,Semi Automated,PLC270,WinCC,ABB 800xA,KUKA KR10,Maintenance,82.16,13.24,627.67,141,10,OP270,Scheduled,PRJ270,Pending,2026-01-28
SYS0271,Would Automation,Houston Plant,Line B,Fully Automated,PLC271,Ignition,ABB 800xA,Yaskawa GP25,Maintenance,91.34,31.64,1810.8,151,8,OP271,Scheduled,PRJ271,Pending,2026-03-25
SYS0272,Purpose Automation,Chicago Plant,Packaging Line,Fully Automated,PLC272,Ignition,Honeywell Experion,ABB IRB2600,Stopped,96.76,30.16,1514.63,87,5,OP272,Scheduled,PRJ272,Passed,2026-05-11
SYS0273,Exactly Automation,Chicago Plant,Line B,Robotic Cell,PLC273,FactoryTalk,Emerson DeltaV,ABB IRB2600,Maintenance,90.71,16.67,946.66,157,13,OP273,Scheduled,PRJ273,Pending,2025-11-01
SYS0274,Responsibility Automation,Houston Plant,Assembly Line,Semi Automated,PLC274,Wonderware,ABB 800xA,Yaskawa GP25,Running,95.79,27.51,2388.6,36,15,OP274,Completed,PRJ274,Failed,2024-12-05
SYS0275,Drive Automation,Dallas Plant,Packaging Line,Semi Automated,PLC275,FactoryTalk,Honeywell Experion,FANUC M-20iD,Idle,78.3,16.01,1318.38,291,14,OP275,Completed,PRJ275,Pending,2024-10-20
SYS0276,One Automation,Austin Plant,Line A,Semi Automated,PLC276,FactoryTalk,Emerson DeltaV,ABB IRB2600,Maintenance,90.23,10.14,1047.06,86,5,OP276,Scheduled,PRJ276,Passed,2024-07-31
SYS0277,Without Automation,Austin Plant,Assembly Line,Semi Automated,PLC277,Wonderware,Honeywell Experion,Yaskawa GP25,Stopped,84.2,11.13,898.83,191,0,OP277,Scheduled,PRJ277,Failed,2025-12-11
SYS0278,Range Automation,Austin Plant,Line A,Robotic Cell,PLC278,WinCC,Emerson DeltaV,ABB IRB2600,Idle,91.64,20.33,757.86,196,9,OP278,Completed,PRJ278,Passed,2025-06-24
SYS0279,Wait Automation,Dallas Plant,Line C,Semi Automated,PLC279,Wonderware,Emerson DeltaV,KUKA KR10,Stopped,96.31,39.86,1185.47,250,11,OP279,Completed,PRJ279,Passed,2026-03-20
SYS0280,Mind Automation,Chicago Plant,Line A,Fully Automated,PLC280,Ignition,Emerson DeltaV,ABB IRB2600,Idle,92.62,27.69,837.97,187,1,OP280,Scheduled,PRJ280,Failed,2025-06-13
SYS0281,Material Automation,Houston Plant,Assembly Line,Robotic Cell,PLC281,WinCC,Emerson DeltaV,FANUC M-20iD,Running,90.69,10.59,1879.5,213,14,OP281,Scheduled,PRJ281,Passed,2026-05-28
SYS0282,Occur Automation,Phoenix Plant,Line C,Semi Automated,PLC282,Ignition,ABB 800xA,FANUC M-20iD,Maintenance,85.1,13.03,1540.62,70,13,OP282,Completed,PRJ282,Failed,2025-04-09
SYS0283,Probably Automation,Phoenix Plant,Line A,Semi Automated,PLC283,WinCC,ABB 800xA,Yaskawa GP25,Idle,89.62,33.34,2163.0,103,11,OP283,In Progress,PRJ283,Pending,2026-02-02
SYS0284,Quickly Automation,Houston Plant,Line B,Fully Automated,PLC284,Wonderware,ABB 800xA,Yaskawa GP25,Maintenance,80.63,10.38,678.01,56,15,OP284,Completed,PRJ284,Passed,2024-09-12
SYS0285,Design Automation,Phoenix Plant,Line A,Robotic Cell,PLC285,WinCC,Honeywell Experion,ABB IRB2600,Stopped,98.73,18.88,1428.55,51,5,OP285,Completed,PRJ285,Pending,2025-06-23
SYS0286,Although Automation,Houston Plant,Packaging Line,Semi Automated,PLC286,Wonderware,Emerson DeltaV,FANUC M-20iD,Running,95.43,36.71,519.34,70,5,OP286,Scheduled,PRJ286,Pending,2025-11-25
SYS0287,All Automation,Chicago Plant,Assembly Line,Semi Automated,PLC287,WinCC,Honeywell Experion,KUKA KR10,Idle,77.73,22.01,1413.08,197,15,OP287,Scheduled,PRJ287,Failed,2024-11-14
SYS0288,Training Automation,Austin Plant,Line A,Fully Automated,PLC288,WinCC,ABB 800xA,FANUC M-20iD,Stopped,96.87,24.48,1637.89,224,5,OP288,In Progress,PRJ288,Pending,2025-04-05
SYS0289,Subject Automation,Houston Plant,Assembly Line,Fully Automated,PLC289,Ignition,Honeywell Experion,Yaskawa GP25,Running,96.3,23.22,626.67,160,0,OP289,In Progress,PRJ289,Failed,2025-08-18
SYS0290,Successful Automation,Phoenix Plant,Packaging Line,Robotic Cell,PLC290,Ignition,Emerson DeltaV,KUKA KR10,Running,85.39,31.8,1463.86,197,4,OP290,In Progress,PRJ290,Failed,2025-10-30
SYS0291,Instead Automation,Dallas Plant,Line A,Robotic Cell,PLC291,Ignition,Emerson DeltaV,Yaskawa GP25,Stopped,95.87,12.25,1483.3,123,10,OP291,Scheduled,PRJ291,Passed,2026-04-21
SYS0292,Science Automation,Phoenix Plant,Line B,Robotic Cell,PLC292,Wonderware,Honeywell Experion,ABB IRB2600,Running,86.02,34.04,1396.2,255,14,OP292,Scheduled,PRJ292,Passed,2024-07-26
SYS0293,Article Automation,Chicago Plant,Packaging Line,Robotic Cell,PLC293,WinCC,ABB 800xA,Yaskawa GP25,Stopped,75.86,26.47,2151.82,155,6,OP293,In Progress,PRJ293,Failed,2024-11-06
SYS0294,Get Automation,Chicago Plant,Line C,Semi Automated,PLC294,WinCC,ABB 800xA,Yaskawa GP25,Maintenance,88.44,28.59,1446.27,186,14,OP294,Completed,PRJ294,Passed,2026-03-28
SYS0295,Response Automation,Austin Plant,Line A,Semi Automated,PLC295,FactoryTalk,Emerson DeltaV,KUKA KR10,Maintenance,91.85,11.37,828.31,71,13,OP295,Completed,PRJ295,Pending,2024-10-21
SYS0296,Pick Automation,Phoenix Plant,Line B,Fully Automated,PLC296,WinCC,Honeywell Experion,ABB IRB2600,Stopped,94.79,15.72,1175.87,212,1,OP296,In Progress,PRJ296,Failed,2025-03-22
SYS0297,Letter Automation,Phoenix Plant,Line A,Semi Automated,PLC297,Wonderware,Emerson DeltaV,ABB IRB2600,Stopped,75.1,32.09,1606.45,221,15,OP297,In Progress,PRJ297,Passed,2026-02-27
SYS0298,Small Automation,Phoenix Plant,Line B,Robotic Cell,PLC298,Ignition,ABB 800xA,Yaskawa GP25,Maintenance,87.1,21.54,2459.0,127,8,OP298,Scheduled,PRJ298,Pending,2025-03-08
SYS0299,Dark Automation,Houston Plant,Line D,Fully Automated,PLC299,Ignition,Honeywell Experion,KUKA KR10,Maintenance,92.08,38.07,1765.17,102,6,OP299,In Progress,PRJ299,Failed,2025-04-27
SYS0300,Final Automation,Houston Plant,Packaging Line,Semi Automated,PLC300,Ignition,Emerson DeltaV,ABB IRB2600,Maintenance,92.05,32.82,1624.56,298,13,OP300,In Progress,PRJ300,Failed,2026-02-15
SYS0301,Report Automation,Phoenix Plant,Line C,Semi Automated,PLC301,WinCC,Emerson DeltaV,FANUC M-20iD,Running,84.14,11.59,613.21,136,5,OP301,Scheduled,PRJ301,Failed,2026-02-14
SYS0302,Off Automation,Houston Plant,Line B,Fully Automated,PLC302,FactoryTalk,ABB 800xA,FANUC M-20iD,Maintenance,94.54,13.07,2236.07,287,7,OP302,In Progress,PRJ302,Failed,2024-09-28
SYS0303,Ok Automation,Phoenix Plant,Line D,Fully Automated,PLC303,FactoryTalk,Emerson DeltaV,FANUC M-20iD,Stopped,84.3,38.7,2451.65,160,1,OP303,Completed,PRJ303,Failed,2025-09-26
SYS0304,Western Automation,Houston Plant,Line B,Robotic Cell,PLC304,Wonderware,ABB 800xA,KUKA KR10,Idle,93.63,38.93,1088.36,90,2,OP304,Completed,PRJ304,Passed,2024-11-01
SYS0305,May Automation,Phoenix Plant,Line A,Semi Automated,PLC305,WinCC,Honeywell Experion,KUKA KR10,Maintenance,78.12,27.52,1010.03,169,14,OP305,In Progress,PRJ305,Passed,2025-07-27
SYS0306,Response Automation,Dallas Plant,Line B,Semi Automated,PLC306,WinCC,Emerson DeltaV,KUKA KR10,Stopped,93.96,26.5,645.76,162,7,OP306,Completed,PRJ306,Failed,2025-05-31
SYS0307,Sure Automation,Dallas Plant,Assembly Line,Fully Automated,PLC307,Wonderware,Emerson DeltaV,Yaskawa GP25,Running,83.39,36.5,1826.67,169,11,OP307,Scheduled,PRJ307,Passed,2024-10-28
SYS0308,Media Automation,Phoenix Plant,Assembly Line,Semi Automated,PLC308,WinCC,ABB 800xA,KUKA KR10,Stopped,80.77,29.27,2337.21,124,1,OP308,In Progress,PRJ308,Pending,2025-11-13
SYS0309,Drop Automation,Chicago Plant,Line A,Semi Automated,PLC309,FactoryTalk,Emerson DeltaV,KUKA KR10,Running,96.87,34.66,1249.92,260,14,OP309,Scheduled,PRJ309,Passed,2026-05-02
SYS0310,Huge Automation,Houston Plant,Packaging Line,Fully Automated,PLC310,FactoryTalk,Emerson DeltaV,FANUC M-20iD,Running,79.02,38.69,1575.95,3,2,OP310,Completed,PRJ310,Failed,2025-02-28
SYS0311,Option Automation,Austin Plant,Packaging Line,Semi Automated,PLC311,WinCC,ABB 800xA,Yaskawa GP25,Running,92.93,14.61,1418.45,169,1,OP311,Completed,PRJ311,Passed,2025-01-13
SYS0312,Better Automation,Dallas Plant,Line B,Semi Automated,PLC312,WinCC,Emerson DeltaV,ABB IRB2600,Maintenance,84.78,23.53,1308.9,161,0,OP312,Scheduled,PRJ312,Failed,2026-04-22
SYS0313,Friend Automation,Dallas Plant,Assembly Line,Fully Automated,PLC313,WinCC,Emerson DeltaV,FANUC M-20iD,Running,83.58,25.09,1079.67,154,2,OP313,Scheduled,PRJ313,Pending,2025-05-15
SYS0314,Why Automation,Chicago Plant,Line D,Robotic Cell,PLC314,WinCC,Honeywell Experion,ABB IRB2600,Idle,78.27,21.73,2094.97,279,9,OP314,In Progress,PRJ314,Passed,2024-12-31
SYS0315,Need Automation,Houston Plant,Packaging Line,Robotic Cell,PLC315,FactoryTalk,ABB 800xA,ABB IRB2600,Running,76.0,27.18,1288.16,280,2,OP315,Scheduled,PRJ315,Passed,2026-03-06
SYS0316,Drop Automation,Houston Plant,Line B,Semi Automated,PLC316,Ignition,ABB 800xA,ABB IRB2600,Idle,89.81,17.58,729.25,290,1,OP316,In Progress,PRJ316,Pending,2024-07-19
SYS0317,Manage Automation,Phoenix Plant,Line A,Semi Automated,PLC317,WinCC,Honeywell Experion,FANUC M-20iD,Idle,92.41,24.62,1161.7,65,7,OP317,Completed,PRJ317,Pending,2024-10-31
SYS0318,Central Automation,Phoenix Plant,Line A,Fully Automated,PLC318,FactoryTalk,Honeywell Experion,Yaskawa GP25,Maintenance,89.79,19.17,1668.34,289,11,OP318,Scheduled,PRJ318,Pending,2026-01-02
SYS0319,Rate Automation,Austin Plant,Line A,Semi Automated,PLC319,Ignition,ABB 800xA,Yaskawa GP25,Maintenance,95.16,14.03,1965.95,245,14,OP319,Scheduled,PRJ319,Pending,2025-11-20
SYS0320,Be Automation,Houston Plant,Line D,Robotic Cell,PLC320,WinCC,ABB 800xA,FANUC M-20iD,Maintenance,95.61,14.2,1577.24,134,2,OP320,In Progress,PRJ320,Passed,2026-06-11
SYS0321,Need Automation,Dallas Plant,Assembly Line,Robotic Cell,PLC321,WinCC,Emerson DeltaV,Yaskawa GP25,Idle,96.75,26.55,1586.94,276,15,OP321,In Progress,PRJ321,Passed,2025-03-19
SYS0322,Onto Automation,Houston Plant,Line D,Fully Automated,PLC322,FactoryTalk,ABB 800xA,Yaskawa GP25,Running,84.52,25.07,1825.36,84,4,OP322,Scheduled,PRJ322,Passed,2025-03-28
SYS0323,Pull Automation,Austin Plant,Assembly Line,Robotic Cell,PLC323,Ignition,Emerson DeltaV,Yaskawa GP25,Maintenance,75.97,32.84,963.5,135,11,OP323,Completed,PRJ323,Passed,2025-10-30
SYS0324,Never Automation,Austin Plant,Assembly Line,Semi Automated,PLC324,Wonderware,Honeywell Experion,Yaskawa GP25,Running,75.96,29.46,706.45,266,8,OP324,In Progress,PRJ324,Pending,2025-07-29
SYS0325,Real Automation,Phoenix Plant,Assembly Line,Robotic Cell,PLC325,Ignition,Honeywell Experion,Yaskawa GP25,Maintenance,89.1,36.95,655.67,128,12,OP325,Completed,PRJ325,Failed,2024-08-13
SYS0326,Step Automation,Chicago Plant,Line C,Semi Automated,PLC326,Wonderware,Honeywell Experion,FANUC M-20iD,Idle,85.56,16.9,1529.08,143,6,OP326,Completed,PRJ326,Passed,2026-07-04
SYS0327,Time Automation,Austin Plant,Line C,Robotic Cell,PLC327,WinCC,Emerson DeltaV,ABB IRB2600,Stopped,94.47,31.61,1463.03,245,15,OP327,Completed,PRJ327,Failed,2024-11-25
SYS0328,Much Automation,Austin Plant,Packaging Line,Semi Automated,PLC328,WinCC,ABB 800xA,FANUC M-20iD,Idle,88.76,14.83,1759.08,20,4,OP328,Completed,PRJ328,Passed,2026-02-26
SYS0329,Approach Automation,Houston Plant,Line B,Robotic Cell,PLC329,Wonderware,Emerson DeltaV,FANUC M-20iD,Maintenance,97.73,16.5,1713.05,241,15,OP329,Completed,PRJ329,Passed,2026-05-26
SYS0330,Most Automation,Chicago Plant,Assembly Line,Fully Automated,PLC330,Ignition,Emerson DeltaV,KUKA KR10,Idle,92.38,20.28,1406.94,35,7,OP330,Scheduled,PRJ330,Pending,2024-12-23
SYS0331,Major Automation,Austin Plant,Line A,Fully Automated,PLC331,Ignition,Emerson DeltaV,Yaskawa GP25,Idle,89.53,15.32,2303.22,19,3,OP331,Completed,PRJ331,Pending,2024-10-25
SYS0332,Education Automation,Austin Plant,Assembly Line,Robotic Cell,PLC332,WinCC,Emerson DeltaV,Yaskawa GP25,Stopped,83.89,11.3,1559.63,117,15,OP332,Scheduled,PRJ332,Pending,2026-05-01
SYS0333,May Automation,Phoenix Plant,Packaging Line,Robotic Cell,PLC333,WinCC,Honeywell Experion,ABB IRB2600,Maintenance,86.45,16.98,2218.11,145,13,OP333,Scheduled,PRJ333,Passed,2025-08-10
SYS0334,Appear Automation,Dallas Plant,Packaging Line,Robotic Cell,PLC334,WinCC,Emerson DeltaV,FANUC M-20iD,Running,84.0,16.16,2108.57,209,11,OP334,Completed,PRJ334,Passed,2025-09-04
SYS0335,Create Automation,Chicago Plant,Packaging Line,Robotic Cell,PLC335,FactoryTalk,Honeywell Experion,Yaskawa GP25,Maintenance,89.69,39.75,1294.91,104,13,OP335,In Progress,PRJ335,Failed,2026-04-07
SYS0336,Her Automation,Chicago Plant,Line B,Semi Automated,PLC336,Wonderware,Honeywell Experion,KUKA KR10,Maintenance,93.58,21.94,776.14,60,7,OP336,Scheduled,PRJ336,Failed,2025-02-23
SYS0337,Recent Automation,Austin Plant,Line A,Fully Automated,PLC337,Wonderware,Honeywell Experion,FANUC M-20iD,Idle,84.34,29.08,2108.74,74,15,OP337,In Progress,PRJ337,Pending,2026-04-11
SYS0338,Case Automation,Dallas Plant,Line A,Semi Automated,PLC338,Ignition,Honeywell Experion,FANUC M-20iD,Running,92.39,37.92,1301.29,266,9,OP338,In Progress,PRJ338,Failed,2025-06-24
SYS0339,Rich Automation,Dallas Plant,Line B,Robotic Cell,PLC339,Wonderware,Honeywell Experion,FANUC M-20iD,Idle,95.41,37.92,1536.31,99,1,OP339,In Progress,PRJ339,Failed,2025-06-04
SYS0340,Total Automation,Phoenix Plant,Packaging Line,Fully Automated,PLC340,Ignition,Emerson DeltaV,FANUC M-20iD,Maintenance,80.74,10.01,814.89,141,12,OP340,Scheduled,PRJ340,Failed,2025-11-01
SYS0341,Wife Automation,Chicago Plant,Line D,Robotic Cell,PLC341,Ignition,Emerson DeltaV,FANUC M-20iD,Running,97.06,26.49,1952.28,286,11,OP341,Scheduled,PRJ341,Pending,2026-06-28
SYS0342,Arm Automation,Austin Plant,Assembly Line,Fully Automated,PLC342,Wonderware,Honeywell Experion,FANUC M-20iD,Maintenance,79.2,25.19,1617.26,257,9,OP342,Scheduled,PRJ342,Passed,2025-03-13
SYS0343,Per Automation,Phoenix Plant,Line C,Robotic Cell,PLC343,FactoryTalk,Emerson DeltaV,Yaskawa GP25,Stopped,88.52,33.1,2014.95,234,14,OP343,In Progress,PRJ343,Passed,2025-01-08
SYS0344,Leader Automation,Chicago Plant,Line A,Semi Automated,PLC344,WinCC,Honeywell Experion,ABB IRB2600,Idle,94.2,22.37,1206.19,274,0,OP344,In Progress,PRJ344,Pending,2026-04-03
SYS0345,Relate Automation,Austin Plant,Line C,Fully Automated,PLC345,Wonderware,Emerson DeltaV,KUKA KR10,Running,88.31,15.35,1127.75,111,8,OP345,Completed,PRJ345,Failed,2025-05-03
SYS0346,Such Automation,Austin Plant,Line D,Robotic Cell,PLC346,Ignition,ABB 800xA,ABB IRB2600,Maintenance,79.96,16.08,999.39,182,4,OP346,Completed,PRJ346,Passed,2025-04-01
SYS0347,Six Automation,Dallas Plant,Packaging Line,Robotic Cell,PLC347,Wonderware,Emerson DeltaV,FANUC M-20iD,Running,95.35,21.14,1130.83,294,8,OP347,Scheduled,PRJ347,Passed,2024-12-07
SYS0348,Night Automation,Phoenix Plant,Line C,Semi Automated,PLC348,Ignition,Emerson DeltaV,ABB IRB2600,Running,87.62,22.7,2379.31,16,11,OP348,Scheduled,PRJ348,Failed,2026-04-04
SYS0349,Through Automation,Austin Plant,Line D,Fully Automated,PLC349,Wonderware,Honeywell Experion,FANUC M-20iD,Running,91.18,21.38,701.5,185,8,OP349,Completed,PRJ349,Failed,2025-11-13
SYS0350,Part Automation,Houston Plant,Line B,Semi Automated,PLC350,Wonderware,Emerson DeltaV,KUKA KR10,Maintenance,79.41,22.72,1338.19,190,11,OP350,Scheduled,PRJ350,Pending,2025-09-27
SYS0351,American Automation,Chicago Plant,Line B,Robotic Cell,PLC351,Ignition,Emerson DeltaV,ABB IRB2600,Running,92.3,34.12,1610.68,195,6,OP351,Completed,PRJ351,Failed,2025-02-23
SYS0352,Population Automation,Austin Plant,Line D,Fully Automated,PLC352,Ignition,Honeywell Experion,Yaskawa GP25,Idle,98.89,35.48,1534.01,161,15,OP352,Scheduled,PRJ352,Pending,2026-05-06
SYS0353,Similar Automation,Phoenix Plant,Assembly Line,Fully Automated,PLC353,Wonderware,ABB 800xA,ABB IRB2600,Running,80.17,17.63,2177.94,49,14,OP353,In Progress,PRJ353,Pending,2024-11-20
SYS0354,Gas Automation,Houston Plant,Line C,Semi Automated,PLC354,FactoryTalk,Honeywell Experion,FANUC M-20iD,Stopped,77.91,36.02,2426.23,101,5,OP354,Scheduled,PRJ354,Pending,2025-12-08
SYS0355,Board Automation,Houston Plant,Packaging Line,Robotic Cell,PLC355,Wonderware,Emerson DeltaV,Yaskawa GP25,Running,84.15,18.6,1763.42,74,5,OP355,In Progress,PRJ355,Pending,2024-08-29
SYS0356,Fund Automation,Chicago Plant,Packaging Line,Robotic Cell,PLC356,Wonderware,ABB 800xA,FANUC M-20iD,Idle,83.25,19.4,1806.03,136,12,OP356,Scheduled,PRJ356,Pending,2025-04-21
SYS0357,International Automation,Houston Plant,Packaging Line,Robotic Cell,PLC357,Wonderware,Honeywell Experion,ABB IRB2600,Idle,95.5,13.75,969.25,128,2,OP357,Completed,PRJ357,Passed,2025-05-24
SYS0358,Civil Automation,Chicago Plant,Line A,Fully Automated,PLC358,WinCC,Honeywell Experion,FANUC M-20iD,Running,93.5,25.72,2492.03,53,8,OP358,In Progress,PRJ358,Passed,2025-12-22
SYS0359,South Automation,Dallas Plant,Packaging Line,Semi Automated,PLC359,FactoryTalk,ABB 800xA,ABB IRB2600,Maintenance,85.64,13.79,1553.48,87,0,OP359,Completed,PRJ359,Failed,2024-08-30
SYS0360,Nature Automation,Houston Plant,Line C,Semi Automated,PLC360,Wonderware,Emerson DeltaV,KUKA KR10,Stopped,78.24,38.45,1578.58,233,13,OP360,In Progress,PRJ360,Failed,2026-03-22
SYS0361,Matter Automation,Phoenix Plant,Line C,Semi Automated,PLC361,Wonderware,Emerson DeltaV,ABB IRB2600,Running,85.6,20.97,1019.61,155,0,OP361,Completed,PRJ361,Failed,2024-07-24
SYS0362,Work Automation,Austin Plant,Line C,Semi Automated,PLC362,Wonderware,Emerson DeltaV,FANUC M-20iD,Stopped,97.73,24.31,518.27,220,9,OP362,In Progress,PRJ362,Passed,2024-12-09
SYS0363,Party Automation,Dallas Plant,Assembly Line,Semi Automated,PLC363,Ignition,Honeywell Experion,Yaskawa GP25,Stopped,81.0,31.45,1791.98,193,7,OP363,Scheduled,PRJ363,Passed,2025-02-22
SYS0364,Actually Automation,Chicago Plant,Packaging Line,Fully Automated,PLC364,FactoryTalk,Honeywell Experion,KUKA KR10,Stopped,79.51,12.05,773.25,56,14,OP364,In Progress,PRJ364,Pending,2026-01-12
SYS0365,American Automation,Houston Plant,Packaging Line,Robotic Cell,PLC365,Wonderware,ABB 800xA,KUKA KR10,Running,78.65,39.09,544.26,52,9,OP365,Scheduled,PRJ365,Passed,2026-03-23
SYS0366,Level Automation,Chicago Plant,Packaging Line,Fully Automated,PLC366,Ignition,ABB 800xA,ABB IRB2600,Running,86.85,20.26,1123.15,255,11,OP366,Scheduled,PRJ366,Failed,2024-09-30
SYS0367,Something Automation,Dallas Plant,Line C,Fully Automated,PLC367,Ignition,ABB 800xA,KUKA KR10,Stopped,76.71,24.1,884.38,128,12,OP367,Completed,PRJ367,Passed,2025-05-31
SYS0368,Story Automation,Austin Plant,Line D,Semi Automated,PLC368,Ignition,Emerson DeltaV,FANUC M-20iD,Idle,86.06,33.13,1542.28,106,15,OP368,Scheduled,PRJ368,Failed,2025-01-22
SYS0369,Single Automation,Houston Plant,Line C,Fully Automated,PLC369,WinCC,Emerson DeltaV,FANUC M-20iD,Maintenance,86.55,18.96,1220.85,26,6,OP369,Completed,PRJ369,Passed,2026-07-08
SYS0370,Spend Automation,Chicago Plant,Line C,Fully Automated,PLC370,Ignition,Honeywell Experion,FANUC M-20iD,Stopped,93.94,10.27,583.99,243,4,OP370,Scheduled,PRJ370,Passed,2025-06-19
SYS0371,Magazine Automation,Austin Plant,Line B,Semi Automated,PLC371,WinCC,Emerson DeltaV,KUKA KR10,Running,76.43,29.34,1902.66,54,4,OP371,Scheduled,PRJ371,Passed,2025-09-27
SYS0372,Specific Automation,Houston Plant,Assembly Line,Robotic Cell,PLC372,FactoryTalk,Honeywell Experion,ABB IRB2600,Running,91.54,20.75,769.46,20,15,OP372,In Progress,PRJ372,Pending,2025-05-01
SYS0373,May Automation,Phoenix Plant,Line C,Robotic Cell,PLC373,Wonderware,ABB 800xA,ABB IRB2600,Maintenance,82.77,24.05,2235.32,283,5,OP373,Completed,PRJ373,Failed,2024-07-25
SYS0374,Worker Automation,Austin Plant,Line D,Semi Automated,PLC374,FactoryTalk,Emerson DeltaV,KUKA KR10,Stopped,75.02,29.14,1258.09,94,0,OP374,In Progress,PRJ374,Pending,2025-10-05
SYS0375,Security Automation,Phoenix Plant,Line B,Semi Automated,PLC375,WinCC,Emerson DeltaV,Yaskawa GP25,Idle,87.58,24.93,1602.94,144,10,OP375,Scheduled,PRJ375,Failed,2025-05-14
SYS0376,Set Automation,Houston Plant,Line A,Fully Automated,PLC376,WinCC,ABB 800xA,ABB IRB2600,Idle,95.96,16.06,1470.74,50,1,OP376,In Progress,PRJ376,Failed,2025-01-01
SYS0377,He Automation,Chicago Plant,Packaging Line,Semi Automated,PLC377,FactoryTalk,ABB 800xA,KUKA KR10,Idle,89.54,12.13,2360.42,106,15,OP377,Completed,PRJ377,Pending,2025-11-03
SYS0378,Well Automation,Dallas Plant,Line C,Robotic Cell,PLC378,Wonderware,Honeywell Experion,FANUC M-20iD,Maintenance,87.7,32.03,2168.91,39,6,OP378,In Progress,PRJ378,Passed,2026-02-24
SYS0379,Work Automation,Dallas Plant,Packaging Line,Fully Automated,PLC379,Wonderware,ABB 800xA,ABB IRB2600,Idle,88.68,38.43,1616.85,285,13,OP379,In Progress,PRJ379,Passed,2026-04-15
