Order_ID,Product_ID,Product_Name,Customer,Order_Date,Due_Date,Manufacturing_Order,Transfer_Ticket,Operation,Work_Center,Production_Priority,Quantity,Completed_Qty,Pending_Qty,Production_Status,Production_Control,Forecast_Qty,Actual_Qty,Forecast_Error
ORD0360,P360,Storage Rack,Dell,2026-06-01,2026-06-08,MO0360,TT0360,Cutting,Line B,High,214,119,95,In Progress,David,273,299,26
ORD0361,P361,Steel Cabinet,Apple,2026-02-12,2026-02-25,MO0361,TT0361,Painting,Line A,Low,292,45,247,Delayed,Sophia,289,451,162
ORD0362,P362,Computer Desk,Tesla,2026-03-18,2026-04-01,MO0362,TT0362,Painting,Line B,High,234,157,77,Completed,David,413,200,-213
ORD0363,P363,Wooden Table,Apple,2025-08-26,2025-08-30,MO0363,TT0363,Cutting,Line A,Medium,477,79,398,In Progress,Emily,327,298,-29
ORD0364,P364,Wooden Table,Walmart,2026-07-02,2026-07-12,MO0364,TT0364,Quality Control,Line D,Low,343,2,341,In Progress,Emily,362,219,-143
ORD0365,P365,Metal Shelf,Costco,2025-07-06,2025-07-15,MO0365,TT0365,Painting,Line C,Medium,246,245,1,In Progress,Emily,346,74,-272
ORD0366,P366,Storage Rack,Walmart,2025-08-09,2025-08-29,MO0366,TT0366,Assembly,Line C,High,474,121,353,In Progress,John,263,166,-97
ORD0367,P367,Locker,Samsung,2025-08-30,2025-09-04,MO0367,TT0367,Painting,Line D,Medium,156,101,55,Completed,Sophia,77,328,251
ORD0368,P368,Wooden Table,Samsung,2025-12-11,2025-12-25,MO0368,TT0368,Quality Control,Line B,High,352,96,256,Delayed,Emily,341,284,-57
ORD0369,P369,Filing Cabinet,Target,2026-04-08,2026-04-11,MO0369,TT0369,Painting,Line B,High,316,95,221,Completed,David,325,493,168
ORD0370,P370,Tool Box,Best Buy,2025-08-01,2025-08-17,MO0370,TT0370,Cutting,Line A,Low,279,249,30,Delayed,Michael,380,77,-303
ORD0371,P371,Filing Cabinet,Samsung,2025-12-14,2025-12-28,MO0371,TT0371,Welding,Line C,High,348,313,35,In Progress,Michael,106,83,-23
ORD0372,P372,Workbench,Samsung,2026-02-22,2026-03-03,MO0372,TT0372,Painting,Line B,High,105,75,30,Completed,David,187,498,311
ORD0373,P373,Office Chair,Best Buy,2026-05-09,2026-05-27,MO0373,TT0373,Welding,Line C,Medium,348,69,279,Delayed,David,100,269,169
ORD0374,P374,Workbench,Tesla,2026-01-21,2026-02-06,MO0374,TT0374,Assembly,Line D,Medium,449,99,350,Delayed,Michael,330,205,-125
ORD0375,P375,Wooden Table,Dell,2026-01-22,2026-02-09,MO0375,TT0375,Cutting,Line D,Medium,401,166,235,Delayed,John,199,499,300
ORD0376,P376,Storage Rack,Target,2025-12-04,2025-12-10,MO0376,TT0376,Quality Control,Line B,Low,371,47,324,Completed,Sophia,309,429,120
ORD0377,P377,Office Chair,Tesla,2026-02-07,2026-02-12,MO0377,TT0377,Painting,Line A,High,404,317,87,Completed,Sophia,170,200,30
ORD0378,P378,Filing Cabinet,Dell,2025-09-01,2025-09-16,MO0378,TT0378,Cutting,Line C,Low,348,153,195,Completed,David,346,356,10
ORD0379,P379,Workbench,Target,2025-10-11,2025-10-18,MO0379,TT0379,Welding,Line B,High,328,11,317,In Progress,John,87,105,18
ORD0380,P380,Tool Box,Target,2025-11-01,2025-11-21,MO0380,TT0380,Welding,Line B,Medium,483,161,322,Completed,John,489,446,-43
ORD0381,P381,Steel Cabinet,Target,2025-08-10,2025-08-15,MO0381,TT0381,Welding,Line C,Low,257,152,105,Delayed,John,222,340,118
ORD0382,P382,Metal Shelf,Samsung,2025-09-28,2025-10-17,MO0382,TT0382,Cutting,Line B,High,201,50,151,Completed,Sophia,346,497,151
ORD0383,P383,Workbench,Dell,2025-11-28,2025-12-08,MO0383,TT0383,Painting,Line D,High,407,344,63,In Progress,Sophia,209,137,-72
ORD0384,P384,Filing Cabinet,Amazon,2026-02-05,2026-02-25,MO0384,TT0384,Welding,Line B,Medium,313,220,93,In Progress,Sophia,330,397,67
ORD0385,P385,Tool Box,HP,2026-01-25,2026-02-02,MO0385,TT0385,Painting,Line D,Low,146,48,98,Delayed,David,222,401,179
ORD0386,P386,Metal Shelf,Dell,2025-09-14,2025-09-27,MO0386,TT0386,Cutting,Line A,Medium,432,405,27,Delayed,Emily,423,309,-114
ORD0387,P387,Office Chair,Tesla,2026-04-08,2026-04-11,MO0387,TT0387,Quality Control,Line A,Medium,461,117,344,Delayed,Michael,206,215,9
ORD0388,P388,Workbench,Amazon,2026-02-21,2026-03-07,MO0388,TT0388,Quality Control,Line D,Low,383,320,63,Delayed,Sophia,227,143,-84
ORD0389,P389,Steel Cabinet,Apple,2026-02-06,2026-02-22,MO0389,TT0389,Cutting,Line C,High,131,76,55,In Progress,David,430,222,-208
ORD0390,P390,Storage Rack,Walmart,2025-10-10,2025-10-20,MO0390,TT0390,Welding,Line A,Low,94,56,38,In Progress,Emily,377,337,-40
ORD0391,P391,Locker,Best Buy,2025-08-13,2025-08-29,MO0391,TT0391,Cutting,Line B,Medium,398,318,80,Completed,Emily,500,58,-442
ORD0392,P392,Steel Cabinet,Samsung,2025-12-25,2026-01-13,MO0392,TT0392,Welding,Line D,Medium,322,319,3,Completed,David,345,239,-106
ORD0393,P393,Steel Cabinet,Apple,2025-09-14,2025-10-01,MO0393,TT0393,Painting,Line A,Low,405,199,206,In Progress,Sophia,221,286,65
ORD0394,P394,Wooden Table,Dell,2026-06-26,2026-06-29,MO0394,TT0394,Quality Control,Line D,Low,142,95,47,Completed,John,370,157,-213
ORD0395,P395,Filing Cabinet,HP,2026-06-17,2026-07-04,MO0395,TT0395,Cutting,Line C,High,61,49,12,In Progress,John,493,456,-37
ORD0396,P396,Wooden Table,Samsung,2026-03-13,2026-03-25,MO0396,TT0396,Quality Control,Line A,Medium,363,127,236,Delayed,John,271,500,229
ORD0397,P397,Tool Box,Target,2025-07-22,2025-08-10,MO0397,TT0397,Painting,Line B,Medium,246,109,137,Delayed,John,265,419,154
ORD0398,P398,Locker,Best Buy,2025-11-24,2025-12-04,MO0398,TT0398,Cutting,Line D,Medium,361,118,243,Completed,Michael,450,125,-325
ORD0399,P399,Metal Shelf,Apple,2026-03-29,2026-04-05,MO0399,TT0399,Quality Control,Line C,High,83,67,16,Delayed,Sophia,397,302,-95
ORD0400,P400,Office Chair,Best Buy,2025-10-09,2025-10-17,MO0400,TT0400,Painting,Line C,Medium,448,187,261,In Progress,Michael,412,169,-243
ORD0401,P401,Locker,Dell,2026-01-08,2026-01-13,MO0401,TT0401,Painting,Line C,High,117,106,11,Completed,Michael,325,468,143
ORD0402,P402,Computer Desk,HP,2025-10-09,2025-10-16,MO0402,TT0402,Cutting,Line D,High,330,44,286,In Progress,Michael,450,143,-307
ORD0403,P403,Tool Box,Best Buy,2026-06-09,2026-06-12,MO0403,TT0403,Quality Control,Line C,High,50,30,20,Completed,Emily,288,188,-100
ORD0404,P404,Computer Desk,Walmart,2025-10-02,2025-10-08,MO0404,TT0404,Painting,Line C,High,332,251,81,In Progress,Michael,429,127,-302
ORD0405,P405,Storage Rack,Apple,2026-01-10,2026-01-29,MO0405,TT0405,Cutting,Line B,Medium,194,130,64,In Progress,Emily,151,122,-29
ORD0406,P406,Tool Box,Amazon,2025-11-29,2025-12-08,MO0406,TT0406,Painting,Line D,High,202,40,162,In Progress,Emily,445,77,-368
ORD0407,P407,Office Chair,HP,2026-04-03,2026-04-22,MO0407,TT0407,Quality Control,Line B,High,234,32,202,In Progress,Michael,93,69,-24
ORD0408,P408,Locker,Target,2026-03-06,2026-03-12,MO0408,TT0408,Quality Control,Line C,Low,470,382,88,Completed,Michael,450,262,-188
ORD0409,P409,Tool Box,Best Buy,2025-10-26,2025-11-10,MO0409,TT0409,Welding,Line B,High,473,259,214,Delayed,David,96,180,84
ORD0410,P410,Storage Rack,Costco,2025-07-29,2025-08-04,MO0410,TT0410,Assembly,Line A,Low,57,12,45,Completed,David,402,178,-224
ORD0411,P411,Office Chair,Best Buy,2026-06-13,2026-06-23,MO0411,TT0411,Quality Control,Line C,Low,315,55,260,Completed,Michael,262,282,20
ORD0412,P412,Filing Cabinet,Tesla,2025-08-08,2025-08-15,MO0412,TT0412,Cutting,Line A,High,96,69,27,Delayed,Sophia,141,478,337
ORD0413,P413,Workbench,HP,2025-12-07,2025-12-16,MO0413,TT0413,Welding,Line C,Low,227,57,170,In Progress,Emily,429,83,-346
ORD0414,P414,Locker,Best Buy,2026-04-12,2026-04-22,MO0414,TT0414,Cutting,Line D,Low,372,1,371,In Progress,Sophia,67,83,16
ORD0415,P415,Wooden Table,Walmart,2026-04-05,2026-04-23,MO0415,TT0415,Cutting,Line D,Medium,158,90,68,Completed,David,360,51,-309
ORD0416,P416,Wooden Table,Apple,2025-08-14,2025-08-24,MO0416,TT0416,Welding,Line B,Medium,62,42,20,Delayed,Sophia,233,236,3
ORD0417,P417,Steel Cabinet,Walmart,2025-12-21,2026-01-01,MO0417,TT0417,Painting,Line A,High,418,296,122,Completed,Michael,85,149,64
ORD0418,P418,Metal Shelf,Amazon,2026-05-31,2026-06-07,MO0418,TT0418,Cutting,Line C,High,280,5,275,Delayed,Michael,369,421,52
ORD0419,P419,Wooden Table,Apple,2025-11-15,2025-11-23,MO0419,TT0419,Painting,Line A,High,113,90,23,In Progress,Sophia,443,188,-255
ORD0420,P420,Tool Box,HP,2026-03-29,2026-04-11,MO0420,TT0420,Painting,Line C,Medium,111,54,57,In Progress,Michael,204,357,153
ORD0421,P421,Locker,Best Buy,2025-07-10,2025-07-18,MO0421,TT0421,Welding,Line C,Low,78,58,20,Completed,Sophia,52,466,414
ORD0422,P422,Metal Shelf,Tesla,2026-01-26,2026-02-06,MO0422,TT0422,Quality Control,Line D,Low,205,187,18,Delayed,Emily,180,93,-87
ORD0423,P423,Wooden Table,Costco,2025-09-19,2025-09-26,MO0423,TT0423,Painting,Line B,Low,331,37,294,In Progress,Sophia,489,274,-215
ORD0424,P424,Computer Desk,Costco,2026-03-07,2026-03-20,MO0424,TT0424,Cutting,Line C,High,291,289,2,Completed,David,153,480,327
ORD0425,P425,Filing Cabinet,HP,2026-01-18,2026-02-01,MO0425,TT0425,Cutting,Line C,Low,92,50,42,Completed,John,266,493,227
ORD0426,P426,Storage Rack,Best Buy,2025-12-14,2025-12-23,MO0426,TT0426,Welding,Line A,High,478,86,392,Delayed,Emily,349,159,-190
ORD0427,P427,Filing Cabinet,Dell,2025-12-29,2026-01-05,MO0427,TT0427,Quality Control,Line C,Medium,116,1,115,Delayed,Michael,386,345,-41
ORD0428,P428,Metal Shelf,Dell,2026-01-09,2026-01-25,MO0428,TT0428,Assembly,Line B,Medium,288,103,185,Delayed,Sophia,86,192,106
ORD0429,P429,Wooden Table,Samsung,2025-12-24,2025-12-31,MO0429,TT0429,Welding,Line B,High,420,278,142,In Progress,David,100,213,113
ORD0430,P430,Tool Box,Tesla,2025-07-15,2025-08-04,MO0430,TT0430,Quality Control,Line C,High,425,115,310,Completed,John,133,150,17
ORD0431,P431,Steel Cabinet,HP,2025-08-30,2025-09-08,MO0431,TT0431,Cutting,Line B,Low,452,362,90,Completed,John,289,430,141
ORD0432,P432,Tool Box,Amazon,2025-07-30,2025-08-12,MO0432,TT0432,Welding,Line A,High,230,147,83,In Progress,David,67,247,180
ORD0433,P433,Workbench,Costco,2025-10-01,2025-10-10,MO0433,TT0433,Cutting,Line C,Medium,182,60,122,In Progress,David,364,302,-62
ORD0434,P434,Filing Cabinet,Tesla,2025-07-19,2025-07-28,MO0434,TT0434,Painting,Line B,Low,197,119,78,In Progress,Emily,298,240,-58
ORD0435,P435,Workbench,Dell,2025-12-01,2025-12-15,MO0435,TT0435,Welding,Line B,High,406,242,164,Completed,John,108,150,42
ORD0436,P436,Workbench,Best Buy,2026-04-11,2026-04-28,MO0436,TT0436,Assembly,Line B,Medium,323,243,80,Delayed,David,290,172,-118
ORD0437,P437,Metal Shelf,HP,2025-12-19,2026-01-04,MO0437,TT0437,Assembly,Line D,High,353,111,242,Completed,John,76,248,172
ORD0438,P438,Steel Cabinet,Best Buy,2026-04-29,2026-05-11,MO0438,TT0438,Assembly,Line C,Medium,314,35,279,In Progress,Michael,388,487,99
ORD0439,P439,Locker,Apple,2026-01-06,2026-01-24,MO0439,TT0439,Cutting,Line B,High,91,5,86,In Progress,Emily,270,174,-96
ORD0440,P440,Steel Cabinet,Dell,2025-10-03,2025-10-19,MO0440,TT0440,Cutting,Line B,Medium,500,247,253,Delayed,Emily,402,491,89
ORD0441,P441,Office Chair,Target,2025-09-15,2025-09-22,MO0441,TT0441,Cutting,Line C,High,70,26,44,In Progress,Sophia,146,136,-10
ORD0442,P442,Workbench,Costco,2026-01-15,2026-01-18,MO0442,TT0442,Cutting,Line B,Medium,236,70,166,In Progress,Sophia,318,115,-203
ORD0443,P443,Filing Cabinet,Tesla,2026-03-28,2026-04-09,MO0443,TT0443,Painting,Line C,High,238,234,4,In Progress,Sophia,426,82,-344
ORD0444,P444,Metal Shelf,Walmart,2026-01-03,2026-01-20,MO0444,TT0444,Cutting,Line D,Low,267,171,96,Delayed,John,476,147,-329
ORD0445,P445,Steel Cabinet,Best Buy,2025-08-19,2025-08-28,MO0445,TT0445,Painting,Line D,Low,114,74,40,Delayed,Emily,284,103,-181
ORD0446,P446,Computer Desk,Best Buy,2026-05-30,2026-06-07,MO0446,TT0446,Assembly,Line B,High,174,112,62,Completed,Michael,283,227,-56
ORD0447,P447,Metal Shelf,Costco,2025-11-18,2025-12-07,MO0447,TT0447,Painting,Line B,High,340,59,281,In Progress,Sophia,489,299,-190
ORD0448,P448,Locker,Apple,2026-05-14,2026-05-22,MO0448,TT0448,Cutting,Line A,Medium,289,91,198,Completed,David,382,57,-325
ORD0449,P449,Wooden Table,Walmart,2025-10-10,2025-10-20,MO0449,TT0449,Assembly,Line B,Low,488,284,204,Delayed,Sophia,89,111,22
ORD0450,P450,Filing Cabinet,Best Buy,2026-06-04,2026-06-19,MO0450,TT0450,Quality Control,Line D,Low,404,388,16,In Progress,Sophia,381,477,96
ORD0451,P451,Storage Rack,Samsung,2026-04-15,2026-04-24,MO0451,TT0451,Welding,Line C,Low,320,230,90,Completed,John,208,330,122
ORD0452,P452,Workbench,Costco,2025-10-27,2025-11-02,MO0452,TT0452,Quality Control,Line A,Low,369,326,43,In Progress,David,173,452,279
ORD0453,P453,Tool Box,Walmart,2025-07-02,2025-07-15,MO0453,TT0453,Painting,Line D,Low,149,80,69,Delayed,Sophia,472,455,-17
ORD0454,P454,Steel Cabinet,Target,2026-04-07,2026-04-17,MO0454,TT0454,Quality Control,Line B,Low,55,34,21,Delayed,John,285,409,124
ORD0455,P455,Office Chair,Dell,2026-05-18,2026-05-22,MO0455,TT0455,Quality Control,Line D,High,440,342,98,Completed,John,148,382,234
ORD0456,P456,Metal Shelf,Amazon,2025-09-25,2025-10-14,MO0456,TT0456,Painting,Line C,Medium,200,198,2,Delayed,David,410,400,-10
ORD0457,P457,Computer Desk,Apple,2026-01-02,2026-01-15,MO0457,TT0457,Assembly,Line B,Medium,324,312,12,Completed,David,278,230,-48
ORD0458,P458,Locker,Costco,2025-08-06,2025-08-26,MO0458,TT0458,Quality Control,Line C,High,198,98,100,In Progress,David,388,150,-238
ORD0459,P459,Metal Shelf,Apple,2025-10-24,2025-10-27,MO0459,TT0459,Painting,Line B,High,242,202,40,Completed,John,244,222,-22
ORD0460,P460,Filing Cabinet,Amazon,2026-06-12,2026-06-28,MO0460,TT0460,Painting,Line C,Medium,424,381,43,Completed,Emily,114,209,95
ORD0461,P461,Tool Box,HP,2025-12-14,2025-12-23,MO0461,TT0461,Welding,Line A,Medium,123,20,103,Completed,John,422,202,-220
ORD0462,P462,Workbench,Tesla,2026-04-14,2026-04-30,MO0462,TT0462,Cutting,Line D,Medium,333,327,6,In Progress,Emily,448,269,-179
ORD0463,P463,Tool Box,Apple,2026-03-13,2026-03-17,MO0463,TT0463,Quality Control,Line B,Low,67,65,2,Completed,Emily,55,245,190
ORD0464,P464,Locker,Samsung,2025-12-28,2026-01-03,MO0464,TT0464,Cutting,Line B,High,123,49,74,Completed,Michael,245,268,23
ORD0465,P465,Workbench,Apple,2026-01-19,2026-01-27,MO0465,TT0465,Assembly,Line A,High,484,436,48,In Progress,Sophia,278,281,3
ORD0466,P466,Steel Cabinet,Dell,2025-09-25,2025-10-02,MO0466,TT0466,Painting,Line B,Low,132,58,74,In Progress,Michael,95,227,132
ORD0467,P467,Metal Shelf,Apple,2025-09-23,2025-10-10,MO0467,TT0467,Cutting,Line B,Medium,184,160,24,Completed,Sophia,404,320,-84
ORD0468,P468,Locker,Target,2026-06-18,2026-06-26,MO0468,TT0468,Welding,Line D,Low,301,115,186,In Progress,David,303,405,102
ORD0469,P469,Workbench,Samsung,2025-09-08,2025-09-17,MO0469,TT0469,Cutting,Line D,High,96,22,74,In Progress,John,248,500,252
ORD0470,P470,Metal Shelf,Costco,2025-11-22,2025-12-01,MO0470,TT0470,Cutting,Line B,High,436,133,303,In Progress,Emily,322,356,34
ORD0471,P471,Steel Cabinet,Best Buy,2025-09-25,2025-10-05,MO0471,TT0471,Cutting,Line A,Low,433,355,78,Delayed,John,52,413,361
ORD0472,P472,Steel Cabinet,Tesla,2025-08-16,2025-08-22,MO0472,TT0472,Quality Control,Line A,High,110,74,36,In Progress,David,489,428,-61
ORD0473,P473,Steel Cabinet,Costco,2026-02-28,2026-03-15,MO0473,TT0473,Assembly,Line C,High,413,237,176,In Progress,John,169,273,104
ORD0474,P474,Office Chair,Amazon,2025-12-30,2026-01-18,MO0474,TT0474,Cutting,Line C,High,218,70,148,Completed,Michael,200,162,-38
ORD0475,P475,Tool Box,Dell,2025-10-02,2025-10-07,MO0475,TT0475,Painting,Line C,Low,120,52,68,Completed,David,330,379,49
ORD0476,P476,Locker,Best Buy,2026-01-09,2026-01-21,MO0476,TT0476,Assembly,Line B,High,405,326,79,Delayed,David,76,376,300
ORD0477,P477,Workbench,Target,2025-12-11,2025-12-23,MO0477,TT0477,Assembly,Line A,High,375,314,61,Delayed,Michael,342,100,-242
ORD0478,P478,Locker,Best Buy,2026-01-18,2026-01-29,MO0478,TT0478,Welding,Line A,Medium,135,46,89,Delayed,Michael,200,267,67
ORD0479,P479,Locker,Walmart,2026-01-29,2026-02-18,MO0479,TT0479,Quality Control,Line B,Low,92,74,18,In Progress,David,171,400,229
ORD0480,P480,Workbench,Tesla,2025-07-30,2025-08-12,MO0480,TT0480,Assembly,Line D,Low,308,290,18,Delayed,David,500,474,-26
ORD0481,P481,Filing Cabinet,Dell,2026-04-25,2026-05-09,MO0481,TT0481,Cutting,Line A,Low,304,108,196,Delayed,John,293,140,-153
ORD0482,P482,Filing Cabinet,Walmart,2025-10-20,2025-10-23,MO0482,TT0482,Painting,Line D,Medium,462,31,431,Completed,David,381,437,56
ORD0483,P483,Tool Box,Tesla,2025-07-14,2025-07-30,MO0483,TT0483,Welding,Line A,Low,367,35,332,In Progress,Emily,222,257,35
ORD0484,P484,Computer Desk,Apple,2025-12-03,2025-12-14,MO0484,TT0484,Painting,Line D,Medium,289,255,34,Delayed,John,98,100,2
ORD0485,P485,Steel Cabinet,Tesla,2026-05-06,2026-05-16,MO0485,TT0485,Assembly,Line C,Low,324,39,285,Completed,Michael,151,460,309
ORD0486,P486,Filing Cabinet,Amazon,2026-02-25,2026-03-15,MO0486,TT0486,Welding,Line D,High,158,105,53,In Progress,David,435,481,46
ORD0487,P487,Tool Box,Walmart,2025-09-05,2025-09-15,MO0487,TT0487,Painting,Line D,Medium,408,217,191,Delayed,Emily,80,434,354
ORD0488,P488,Steel Cabinet,Walmart,2026-03-26,2026-04-02,MO0488,TT0488,Quality Control,Line C,Low,72,2,70,Delayed,Emily,197,395,198
ORD0489,P489,Office Chair,Walmart,2026-03-29,2026-04-09,MO0489,TT0489,Cutting,Line B,High,164,150,14,In Progress,Emily,404,425,21
ORD0490,P490,Steel Cabinet,Best Buy,2026-01-31,2026-02-20,MO0490,TT0490,Quality Control,Line A,High,451,368,83,Delayed,Emily,250,76,-174
ORD0491,P491,Storage Rack,HP,2025-09-20,2025-10-07,MO0491,TT0491,Welding,Line C,Medium,70,1,69,In Progress,Sophia,118,100,-18
ORD0492,P492,Wooden Table,Samsung,2025-09-30,2025-10-03,MO0492,TT0492,Welding,Line C,Low,98,32,66,In Progress,Sophia,127,230,103
ORD0493,P493,Filing Cabinet,Apple,2026-02-12,2026-02-16,MO0493,TT0493,Assembly,Line D,Low,92,20,72,In Progress,Sophia,94,352,258
ORD0494,P494,Storage Rack,HP,2026-06-01,2026-06-07,MO0494,TT0494,Assembly,Line C,Medium,441,91,350,In Progress,Emily,185,228,43
ORD0495,P495,Filing Cabinet,Walmart,2026-02-12,2026-03-01,MO0495,TT0495,Welding,Line D,Medium,328,39,289,In Progress,John,168,63,-105
ORD0496,P496,Locker,Best Buy,2026-05-15,2026-05-24,MO0496,TT0496,Cutting,Line D,High,404,380,24,Delayed,David,196,486,290
ORD0497,P497,Workbench,Apple,2025-12-13,2025-12-30,MO0497,TT0497,Cutting,Line B,Low,442,108,334,In Progress,John,343,455,112
ORD0498,P498,Filing Cabinet,HP,2025-08-21,2025-09-03,MO0498,TT0498,Assembly,Line D,Low,396,161,235,Delayed,David,245,83,-162
ORD0499,P499,Tool Box,Amazon,2025-08-19,2025-09-04,MO0499,TT0499,Quality Control,Line D,High,176,86,90,Delayed,John,98,358,260
ORD0500,P500,Locker,Dell,2026-02-01,2026-02-10,MO0500,TT0500,Welding,Line D,Medium,439,48,391,Delayed,John,461,325,-136
